SAMPLE_POINT_ID,COLLECTION_DATE,Convert Date,Concantenate (Fake Year),Convert to Date Format (Fake Year),,RESULT,COLLECTION_TIME,SAMPLER,ENTRY_DATE,ANALYSIS_DATE,ANALYTE,STATUS,RESULT,UNITS,SAMPLE_ID,LAB_NAME,ANALYST,SAMPLE_TYPE
TP2.3,18-JUL-11,07/18/11,7-18-2015,Err:502,19.5,19.5,18:00,VLD,22-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,19.5,MG/L,200334634,,WWUNAA,PR OILTPH 01
TP2.3,18-JUL-11,07/18/11,7-18-2015,Err:502,46.5,46.5,24:00,VLD,22-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,46.5,MG/L,200334638,,WWUNAA,PR OILTPH 01
TP2.3,16-AUG-11,08/16/11,8-16-2015,Err:502,90.9,90.9,08:30,VLD,08-SEP-11,,HEM - SGT HEM (Oil and Grease),APPROVED,90.9,MG/L,200336070,,WWUNAA,PR OILTPH 01
TP2.3,19-SEP-11,09/19/11,9-19-2015,Err:502,23,23,14:40,VLD,20-OCT-11,,HEM - SGT HEM (Oil and Grease),APPROVED,23,MG/L,200337682,,WWUAKS,PR OILTPH 01
TP2.3,18-OCT-11,10/18/11,10-18-2015,Err:502,25.8,25.8,14:15,VLD,21-NOV-11,,HEM - SGT HEM (Oil and Grease),APPROVED,25.8,MG/L,200339332,,WWUJDJ,PR OILTPH 01
TP2.3,14-NOV-11,11/14/11,11-14-2015,Err:502,37,37,15:05,VLD,07-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,37,MG/L,200340842,,WWUAKS,PR OILTPH 01
TP2.3,19-DEC-11,12/19/11,12-19-2015,Err:502,25.4,25.4,15:00,VLD,11-JAN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,25.4,MG/L,200342728,,WWUAKS,PR OILTPH 01
TP2.3,17-JAN-12,01/17/12,1-17-2015,Err:502,16,16,06:00,JDG,03-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200344218,,WWUAKS,PR OILTPH 01
TP2.3,17-JAN-12,01/17/12,1-17-2015,Err:502,8.8,8.8,12:00,VLD,03-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.8,MG/L,200344235,,WWUAKS,PR OILTPH 01
TP2.3,17-JAN-12,01/17/12,1-17-2015,Err:502,22,22,18:00,VLD,13-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,22,MG/L,200344322,,WWUAKS,PR OILTPH 01
TP2.3,17-JAN-12,01/17/12,1-17-2015,Err:502,11.4,11.4,24:00,JDG,13-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,11.4,MG/L,200344323,,WWUAKS,PR OILTPH 01
TP2.3,21-FEB-12,02/21/12,2-21-2015,Err:502,11,11,10:05,VLD,09-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200346133,,WWUAKS,PR OILTPH 01
TP2.3,19-MAR-12,03/19/12,3-19-2015,Err:502,16,16,15:15,VLD,10-APR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200347707,,WWUAKS,PR OILTPH 01
TP2.3,23-APR-12,04/23/12,4-23-2015,Err:502,33,33,10:30,ACS,14-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,33,MG/L,200349672,,WWUAKS,PR OILTPH 01
TP2.3,21-MAY-12,05/21/12,5-21-2015,Err:502,10.3,10.3,15:20,ACS,12-JUN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,10.3,MG/L,200351297,,WWUAKS,PR OILTPH 01
TP2.3,15-JUN-12,06/15/12,6-15-2015,Err:502,12,12,14:40,JDG,09-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200352669,,WWUAKS,PR OILTPH 01
TP2.3,16-JUL-12,07/16/12,7-16-2015,Err:502,13,13,06:00,ACS,10-SEP-12,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200354392,,WWUNAA,PR OILTPH 01
TP2.3,16-JUL-12,07/16/12,7-16-2015,Err:502,12,12,12:00,ACS,10-SEP-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200354410,,WWUNAA,PR OILTPH 01
TP2.3,16-JUL-12,07/16/12,7-16-2015,Err:502,15,15,18:00,SAM,10-SEP-12,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200354463,,WWUNAA,PR OILTPH 01
TP2.3,16-JUL-12,07/16/12,7-16-2015,Err:502,51,51,24:00,SAM,10-SEP-12,,HEM - SGT HEM (Oil and Grease),APPROVED,51,MG/L,200354464,,WWUNAA,PR OILTPH 01
TP2.3,20-AUG-12,08/20/12,8-20-2015,Err:502,7.6,7.6,14:45,SAM,11-SEP-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.6,MG/L,200356577,,WWUNAA,PR OILTPH 01
TP2.3,17-SEP-12,09/17/12,9-17-2015,Err:502,10.7,10.7,13:40,ACM,12-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,10.7,MG/L,200358087,,WWUNAA,PR OILTPH 01
TP2.3,15-OCT-12,10/15/12,10-15-2015,Err:502,9.7,9.7,10:55,JDG,08-NOV-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.7,MG/L,200359727,,WWUNAA,PR OILTPH 01
TP2.3,19-NOV-12,11/19/12,11-19-2015,Err:502,7.8,7.8,09:45,ACS,07-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.8,MG/L,200361647,,WWUNAA,PR OILTPH 01
TP2.3,18-DEC-12,12/18/12,12-18-2015,Err:502,12,12,14:30,VLD,10-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200363260,,WWUNAA,PR OILTPH 01
TP2.3,11-FEB-13,02/11/13,2-11-2015,Err:502,12,12,11:05,VLD,08-MAR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200366047,,WWUNAA,PR OILTPH 01
TP2.3,14-JAN-13,01/14/13,1-14-2015,Err:502,15,15,06:05,ACM,19-FEB-13,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200364593,,WWUNAA,PR OILTPH 01
TP2.3,14-JAN-13,01/14/13,1-14-2015,Err:502,14,14,12:00,SAM,19-FEB-13,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200364597,,WWUNAA,PR OILTPH 01
TP2.3,14-JAN-13,01/14/13,1-14-2015,Err:502,21,21,18:00,SAM,19-FEB-13,,HEM - SGT HEM (Oil and Grease),APPROVED,21,MG/L,200364627,,WWUNAA,PR OILTPH 01
TP2.3,14-JAN-13,01/14/13,1-14-2015,Err:502,13,13,24:00,ACM,19-FEB-13,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200364628,,WWUNAA,PR OILTPH 01
TP2.3,18-MAR-13,03/18/13,3-18-2015,Err:502,22,22,12:30,VLD,05-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,22,MG/L,200368090,,WWUNAA,PR OILTPH 01
TP2.3,15-APR-13,04/15/13,4-15-2015,Err:502,5,<5.9,10:55,VLD,30-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.9,MG/L,200369689,,WWURAP,PR OILTPH 01
TP2.3,13-MAY-13,05/13/13,5-13-2015,Err:502,13.7,13.7,11:50,VLD,04-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,13.7,MG/L,200371511,,WWURAP,PR OILTPH 01
TP2.3,17-JUN-13,06/17/13,6-17-2015,Err:502,12,12,10:20,VLD,30-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200373511,,WWURAP,PR OILTPH 01
TP2.3,15-JUL-13,07/15/13,7-15-2015,Err:502,16,16,06:00,JDG,15-AUG-13,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200375292,,WWURAP,PR OILTPH 01
TP2.3,15-JUL-13,07/15/13,7-15-2015,Err:502,23.1,23.1,12:00,JDG,15-AUG-13,,HEM - SGT HEM (Oil and Grease),APPROVED,23.1,MG/L,200375299,,WWURAP,PR OILTPH 01
TP2.3,15-JUL-13,07/15/13,7-15-2015,Err:502,12,12,18:00,JDG,15-AUG-13,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200375345,,WWURAP,PR OILTPH 01
TP2.3,15-JUL-13,07/15/13,7-15-2015,Err:502,15,15,24:00,ACS,15-AUG-13,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200375347,,WWURAP,PR OILTPH 01
TP2.3,19-AUG-13,08/19/13,8-19-2015,Err:502,9.6,9.6,14:00,ACM,10-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,9.6,MG/L,200377602,,WWURAP,PR OILTPH 01
TP2.3,16-SEP-13,09/16/13,9-16-2015,Err:502,12,12,15:00,JDG,26-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200379647,,WWUNAA,PR OILTPH 01
TP2.3,21-OCT-13,10/21/13,10-21-2015,Err:502,18,18,13:30,JCG,13-NOV-13,,HEM - SGT HEM (Oil and Grease),APPROVED,18,MG/L,200382022,,WWURAP,PR WK3GRIN 0
TP2.3,18-NOV-13,11/18/13,11-18-2015,Err:502,13,13,13:55,JCG,09-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200383827,,WWUSXH,PR WK3GRIN 0
TP2.3,16-DEC-13,12/16/13,12-16-2015,Err:502,7.1,7.1,14:15,JCG,07-JAN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,7.1,MG/L,200385524,,WWURAP,PR WK3GRIN 0
TP2.3,13-JAN-14,01/13/14,1-13-2015,Err:502,15,15,19:30,JDG,09-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200387256,,WWURAP,PR OILTPH 01
TP2.3,14-JAN-14,01/14/14,1-14-2015,Err:502,30,30,01:30,ACM,09-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,30,MG/L,200387253,,WWURAP,PR OILTPH 01
TP2.3,14-JAN-14,01/14/14,1-14-2015,Err:502,666,666,07:30,JDG,12-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,666,MG/L,200387255,,WWURAP,PR OILTPH 01
TP2.3,14-JAN-14,01/14/14,1-14-2015,Err:502,17,17,13:30,ACS,09-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,17,MG/L,200387298,,WWURAP,PR OILTPH 01
TP2.3,10-FEB-14,02/10/14,2-10-2015,Err:502,57,57,14:20,JCG,23-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,57,MG/L,200389005,,WWURAP,PR WK3GRIN 0
TP2.3,21-APR-14,04/21/14,4-21-2015,Err:502,17,17,14:00,JCG,07-MAY-14,,HEM - SGT HEM (Oil and Grease),APPROVED,17,MG/L,200393631,,WWURAP,PR WK3GRIN 0
TP2.3,19-MAY-14,05/19/14,5-19-2015,Err:502,33,33,14:30,ARL,03-JUN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,33,MG/L,200395522,,WWURAP,PR WK3GRIN 0
TP2.3,09-JUN-14,06/09/14,6-9-2015,Err:502,29,29,13:45,JCG,22-JUN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,29,MG/L,200396888,,WWURAP,PR WK3GRIN 0
TP2.3,21-JUL-14,07/21/14,7-21-2015,Err:502,21,21,13:30,JCG,07-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,21,MG/L,200399705,,WWURAP,PR WK3GRIN 0
TP2.3,28-JUL-14,07/28/14,7-28-2015,Err:502,22,22,12:00,ACM,18-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,22,MG/L,200400189,,WWURAP,PR OILTPH 01
TP2.3,28-JUL-14,07/28/14,7-28-2015,Err:502,19,19,23:59,JDG,18-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,19,MG/L,200400248,,WWURAP,PR OILTPH 01
TP2.3,28-JUL-14,07/28/14,7-28-2015,Err:502,280,280,18:00,JDG,18-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,280,MG/L,200400249,,WWURAP,PR OILTPH 01
TP2.3,18-AUG-14,08/18/14,8-18-2015,Err:502,12,12,11:15,JCG,28-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200401673,,WWURAP,PR WK3GRIN 0
TP2.3,15-SEP-14,09/15/14,9-15-2015,Err:502,19,19,11:35,JCG,30-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,19,MG/L,200403591,,WWURAP,PR WK3GRIN 0
TP2.3,20-OCT-14,10/20/14,10-20-2015,Err:502,19,19,11:20,JCG,12-NOV-14,,HEM - SGT HEM (Oil and Grease),APPROVED,19,MG/L,200405926,,WWURAP,PR WK3GRIN 0
TP2.3,17-NOV-14,11/17/14,11-17-2015,Err:502,19,19,11:20,JCG,03-DEC-14,,HEM - SGT HEM (Oil and Grease),APPROVED,19,MG/L,200407817,,WWURAP,PR WK3GRIN 0
TP2.3,15-DEC-14,12/15/14,12-15-2015,Err:502,22,22,13:15,JCG,12-JAN-15,,HEM - SGT HEM (Oil and Grease),APPROVED,22,MG/L,200409682,,WWURAP,PR OILMX 01
TP2.3,12-JAN-15,01/12/15,1-12-2015,Err:502,24,24,19:30,ACM,01-FEB-15,,HEM - SGT HEM (Oil and Grease),APPROVED,24,MG/L,200411466,,WWURAP,PR OILTPH 02
TP2.3,13-JAN-15,01/13/15,1-13-2015,Err:502,21,21,07:30,CJP,01-FEB-15,,HEM - SGT HEM (Oil and Grease),APPROVED,21,MG/L,200411463,,WWURAP,PR OILTPH 02
TP2.3,13-JAN-15,01/13/15,1-13-2015,Err:502,35,35,01:30,ACM,01-FEB-15,,HEM - SGT HEM (Oil and Grease),APPROVED,35,MG/L,200411465,,WWURAP,PR OILTPH 02
TP2.3,13-JAN-15,01/13/15,1-13-2015,Err:502,32,32,13:30,CJP,01-FEB-15,,HEM - SGT HEM (Oil and Grease),APPROVED,32,MG/L,200411484,,WWURAP,PR OILTPH 02
TP2.3,23-FEB-15,02/23/15,2-23-2015,Err:502,32,32,13:35,JCG,17-MAR-15,,HEM - SGT HEM (Oil and Grease),APPROVED,32,MG/L,200414302,,WWURAP,PR WK3GRIN 01
TP2.3,16-MAR-15,03/16/15,3-16-2015,Err:502,22,22,14:04,ACM,27-MAR-15,,HEM - SGT HEM (Oil and Grease),APPROVED,22,MG/L,200416179,,WWUSXH,PR WK3GRIN 01
